Unnamed: 0,index,user_name,date,text,label,topic,cls_result,vote
3568,"""물뽕""",kkang13372,2018-07-25 02:56:48,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
""→＆▲▽● pic.twitter.com/NRJYiilNwU",1,3,1,1
2648,"""물뽕""",ih020916,2018-08-09 05:22:28,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
+\§&-- pic.twitter.com/NlxaudvTID",1,0,1,1
1176,"""물뽕""",anrghs16,2018-07-09 17:23:32,"비아그라판매
비아그라구입
비아그라파는곳
비아그라가격
카톡:Aldk777
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Aldk777
레비트라구입
강력드레곤구입방법
정품드레곤구입방법

hxnmy pic.twitter.com/l4otH0JptX",1,36,1,1
60881,"""크리스탈""",JK_cooky_,2019-05-05 00:20:35,아아 정말 렛고랑 돈립미랑 크리스탈스노우랑 등등 다 한국음반으로 내조라  진짜 개띵곡인데 광광 ㅠㅠㅜㅠ,0,-1,0,0
5696,"""크리스탈""",Ujya_nyang,2018-08-25 05:51:03,"파...팔십일점 받아써요
옷만 크리스탈샵껄루 하구 똿!!",0,31,0,0
105461,"""아이스""",BbN8qpOtS3YeOPv,2019-05-29 07:38:10,"Posted to Hatena Blog
#에어쿠쉬&quot;텔레:Airkush,아이스판매하는곳,아이스구입하는곳,아이스구매하는곳,아이스종류,아이스구입, - airkush’s diary https://airkush.hatenablog.com/entry/2019/05/29/163804 … #はてなブログ",1,-1,1,0
48111,"""아이스""",sbZ1sbZjgXwMRdP,2018-08-01 03:31:55,"@choigc2580 
@술팝니다
@아이스팝니다
@작대기팝니다
@털레그램aoa1000
@전화기분실로 기존손님들찾습니다
아이비입니다
@긴말안해도아실겁니다있는사람과양아치차이를
@복사해서사기치는분들이있으니텔레그램확인하세요aoa1000톡주세요 
@인원수차면 내리겠습니다 단골위주로안전하게오래가실분 pic.twitter.com/tmNDZeeh1u",1,60,1,1
37084,"""아이스""",kyunncoma,2018-07-07 13:14:31,"산와 산와~ 산와 머니~
맥심 맥심~ 맥심 아이스~
여름엔~ 산와 머니
산와 산와 ~ 맥심 아이스

한 번 부르면 영원히 잊지 못할 것이다",0,65,0,0
3853,"""물뽕""",snowpellets,2018-07-29 22:23:30,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@

`-#&@← pic.twitter.com/0iJgsjjeCx",1,3,1,1
7756,"""크리스탈""",yoonim929,2018-07-04 09:25:15,헉 그것두 짱기엽당 근데 셀러문을 잘 모르는 사람들도 다 아는건 문크리스탈파워밖에 없어가지구용 따흐흑,0,-1,0,0
22120,"""도리도리""",DRG_Sai4,2018-08-01 06:48:28,"상상으로만 끝내야 하는 건가.. 그래도, 특이한 어떤 이계의 생물을 만난다는건 참으로 흥미로운 일이 아니던가! 이 몸은 그래도 언젠가! 죽기 바로 직전에라도 만나 보고 싶구나-!! (표정에 다 드러났다는 걸 뒤늦게 인지 했는지 고개를 도리도리 돌리고 급 무표정을 하려고 있다) 표정이 다 보였군..",0,1,0,0
82402,"""아이스""",Rynsimoto,2019-04-02 04:31:26,키르히아이스가 묘지에서 운다 진짜 이 분량의 부조화 어떡해ㅠㅠㅠ 죽고 더 많이 나와ㅜㅠㅠㅠ 아 진짜 짜증나 전중 라인하르트랑 동시에 당신이 키르히에 대해서 가지고 있는 미련마저 느끼고 있는 것 같으니까 작작해,0,-1,0,0
65457,"""도리도리""",Good_ness_Henry,2019-04-27 15:58:02,...설마요...?(도리도리),0,-1,0,0
105841,"""아이스""",BSW_T5_168hr,2019-05-28 15:41:43,"(겉옷 주머니에서 지갑 꺼낸다.) 응, 아메리카노. 난 얼죽아니까 아이스. 애기 너는?",0,10,0,0
88096,"""아이스""",lazyyeahee,2019-05-09 08:36:04,기타 수업을 마치고 나왔는데 어! 멋진 까페가 있고 어! 아이스 핸드드립 커피가 어! 아주 맛있다. pic.twitter.com/JEtftFVzLY,0,23,0,0
2083,"""물뽕""",o940816,2018-08-01 10:33:56,"비아그라판매  홈페이지  http://www.via597.ow.to 
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
←!""●◇( pic.twitter.com/S9HBTAzAfa",1,2,1,1
2106,"""물뽕""",euroman0574,2018-08-01 02:47:39,"비아그라판매  홈페이지  http://www.via597.ow.to 
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
☆)*:←← pic.twitter.com/OVQFP93Hy2",1,2,1,1
103802,"""아이스""",ykchoi1132,2019-05-31 11:23:05,나 이따 아이스라떼 한잔 마실까?,0,-1,0,0
83493,"""아이스""",S1_g_a,2019-04-10 14:58:15,"아 막 단거 먹고싶다 초코빵 아몬드봉봉  초코케이크 아이스초코,,,",0,-1,0,0
74360,"""도리도리""",Shinze_DIS,2019-05-23 15:23:35,그럼 싫어요....(도리도리),0,26,0,0
9572,"""크리스탈""",gosu_tv,2018-08-21 20:13:41,I liked a @YouTube video http://youtu.be/2fdhE65G0CU?a  크리스탈 토큰이 매력이 있는 세가지 이유,0,-1,0,0
39241,"""아이스""",ynowh,2018-08-06 03:37:35,결국 양과 키르히아이스는 마지막 촬영지까지 함께 있었을듯. 가장 젊고 낮은 계급을 달고. 가장 밝고 아름다운 시절을 상징하며.,0,-1,0,0
22343,"""도리도리""",DongE_FOB,2018-08-15 09:53:22,"지, 지옥 궁금해요.. 하,하지만.. 무,무섭고, 뜨..뜨겁고 아,아,아프다고 들었어요.. 저..저는 무리예요. (도리도리도리도리!!!)",0,35,0,0
350,"""#도리도리""",bpieee,2018-08-02 08:29:47,#도리도리 카데나 채찍으로 빠르게 공격하는 것도 재밌고 오히려 솔플 가능한 부분이라 니스삐께 쩔받기 오히려 미안해서 괜찮아요! 니스삐랑 같이 겜하고 싶단 목적은 처음에 달성했구요! 오늘 같이 메플해주셔서 감사했습니다! 담에 또 같이해요!,0,28,0,0
27449,"""아이스""",jhkim850,2018-07-24 22:11:40,"[ #Tistory ] 와인쿨러 아이스팩 아이스버킷-판촉물,기념품,사은품,답례품,홍보물제작 http://woobingift1.tistory.com/506 ",0,20,0,0
76037,"""도리도리""",boob6768888,2019-05-31 12:40:01,"조용하고 안전한 거래 원하시는분들
매너있고 확실하신분들 문의주세요 :) 

작대기
얼음
빙두
시원한술
차가운술
아이스작대기
얼음작대기
아이스
작대기샘플
빙두직거래
술팔아요
술팝니다
아이스후기
최음제
야바
캔디
엑스터시
도리도리
짝대기
시원한술사는곳",1,1,1,0
2099,"""물뽕""",hardsky132,2018-08-01 05:13:11,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
`;＠`#] pic.twitter.com/EVOKhMqRzk",1,0,1,1
98912,"""아이스""",MYAMYAMIMYA,2019-05-24 15:11:18,갠적으로 1+2인데 더우면 일시적 3되는 캇쟝을 뱃속에 키우고 이습니다,0,63,0,1
73198,"""도리도리""",Cheer_up__me,2019-05-21 14:29:37,(도리도리) 900g정도 나간다고 얘기로 들었어요! 늘 무겁겠지? 까진 생각해봤는데 이정도인줄은 몰랐어요!,0,-1,0,0
68975,"""도리도리""",gilchi_uta,2019-04-09 13:05:34,도리도리 그건 리아,0,-1,0,0
1108,"""물뽕""",W2Tl9IXkDy5x7Wz,2018-07-12 07:37:58,"♡비아그라◎ 패키지특가  →→ http://goood.via020.com 
시알리스가격※
초강력물뽕구입하는곳♬
이쁜명함
슬랙스
샤오미블루투스스피커
&$%*%*
♩♩♩♩♩

USB메모리4G",1,11,1,1
6364,"""크리스탈""",akmawang,2018-07-10 20:07:10,"동영상을 @YouTube 재생목록 http://youtu.be/fvcXe4scSiM?a  바닷가 오두막 여행, 크리스탈코브비치, 캘리포니아",0,47,0,0
2676,"""물뽕""",h2omin,2018-08-08 22:38:45,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
□#◎@#＃ pic.twitter.com/JbFhYoFvMp",1,0,1,1
3881,"""물뽕""",7414_8588,2018-07-29 16:22:09,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@

`_|＆※ pic.twitter.com/lXwNFAmkiO",1,3,1,1
1052,"""물뽕""",Lhyun0102,2018-07-17 08:33:14,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@

-◆}▼★( pic.twitter.com/5uttHwda4A",1,3,1,1
1247,"""물뽕""",o940816,2018-08-18 23:18:01,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
○}□|* pic.twitter.com/DMa5oBqSUT",1,0,1,1
106402,"""아이스""",agag032,2019-05-28 01:52:49,"아이스구매정보 정품작대기판매하는곳
정품아이스작대기판매 엑스터시구입방법

텔ㄹㅔ ACHU222

아이스구매대행 환각제떨구입방법
마약파는곳 얼음판매",1,18,1,1
103553,"""아이스""",soseul_,2019-05-31 15:09:09,한밤의 아이스 말차 라떼 pic.twitter.com/mdF8332dQ2,0,5,0,0
105706,"""아이스""",Kwonkiwon1,2019-05-29 01:38:04,"마약파는곳 허브판매
히로뽕구입사이트 정품작대기판매하는곳

텔ㄹㅔ ACHU222

대마초정품구입 lsd판매사이트
아이스구매대행 마약구매하는곳",1,30,1,1
1199,"""물뽕""",boomIH,2018-07-09 01:32:44,"비아그라판매
비아그라구입
카톡:Aldk777
비아그라파는곳
비아그라가격
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Aldk777
레비트라구입
강력드레곤구입방법
정품드레곤구입방법 pic.twitter.com/UmHDUGfCVX",1,40,1,1
963,"""물뽕""",dmsgh0320,2018-07-06 17:37:05,"비아그라 90000원  ☞ http://talk22.aoa111.com 
발기부전치료♩
초강력물뽕구입하는곳＊
TRIANGL
루이비통가방
레고구매대행
#$^#$^#$
＆＆＆＆＆

원피스고잉메리호 pic.twitter.com/zzxza80Ur2",1,11,1,1
97641,"""아이스""",daisy_19921204,2019-05-12 01:48:17,"#이_해시태그를_본_순간_복사해서_프로필_작성하기
닉네임: 데이즛
키 : 171
나이 : 16
발사이즈 : 245~250
별자리 : 사자자리
성격: 재밌음 친구랑 진짜 안 싸우는 편
최애 : 석진 
좋아하는 음료 : 아이스 아메리카노 
생일 : 8월 16일",0,1,0,0
3535,"""물뽕""",paak_u,2018-07-25 08:44:16,"비아그라판매
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
↓●△=$＆ pic.twitter.com/97Uf1ZLkNG",1,4,1,1
15767,"""도리도리""",B_G_BKP,2018-08-22 13:48:09,"사,상냥한 어른들이, 도,도,도와줬는걸....! 바이스도, 도,도와주.고싶어,요...! 아,아,아까, 도,돌아가려다가. 나,나,나쁜 어른을 만났어....!(고개 도리도리) 무,무섭지.않아,요! 항,상 호,호,혼,혼자였는걸!",0,35,0,0
101596,"""아이스""",a01099765394,2019-05-27 02:02:47,"아이스정품구입 lsd정품구입
캔디구입처 정품작대기판매하는곳

텔ㄹㅔ ACHU222

각종떨판매 캔디구입
작대기판매하는곳 히로뽕팝니다",1,30,1,1
17737,"""도리도리""",VB_LAND_TORU,2018-07-21 12:34:52,찍찍찍찍 !!  ( 도리도리 ),0,19,0,0
37804,"""아이스""",PenGducc,2018-08-09 04:00:52,"10. 후자 ㅠㅠ 30분 이상 걸으면 체력 방전됨... 나가도 결국 카페나 실내에 들어가야해운동하는 약속 같은거 그닥 좋아하지는 않는데 수영장, 스케이트장 같이 왠지 덜 힘들게 느껴지는건 좋아함 ㅎ.ㅎ 아이스스케이트 타는거 좋아함
 어릴땐 근돼였어서 인싸처럼 나가놀기 가능했는데 이젠 아니야..",0,13,0,0
52913,"""물뽕""",twitting_suni,2019-05-09 12:27:47,한남들이 걸캅스에 발작스위치 눌린 이유는 자기 자신을 물뽕강간범 몰카충에 이입하기 때문인 것이겠지? 강남역 여혐살인사건때 살인자에게 이입했듯?,0,25,0,0
1736,"""물뽕""",elije35,2018-08-21 01:38:07,"비아그라판매  홈페이지  http://www.via597.ow.to 
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
△＆※▲←◇ pic.twitter.com/bmGHYEZpXx",1,2,1,1
28940,"""아이스""",_simk5ng,2018-08-26 11:16:30,종교활동은 뭐햇을라나ㅠㅠ유유ㅠㅠㅠㅠㅠ 종교활동가서 먹는 햄버거랑 아이스크리미랑 탄산이 지쨔 대존맛인데아어ㅓㅠ유ㅠㅠㅠㅠ,0,-1,0,0
33593,"""아이스""",Beat_1995,2018-07-10 11:58:02,(아이스 녹차로 우려짐,0,-1,0,0
28920,"""아이스""",joyful_svt,2018-08-26 12:05:09,제 막창과 칠성사이다와 식후땡 녹차라떼를 봐주세요....녹차라떼 아이스하니까 더 비싸짐ㅠㅠ pic.twitter.com/kqLzjsQX8l,0,5,0,0
42783,"""아이스""",Ceeee_iiii,2018-07-17 05:22:26,여기 있으면 성격 나빠져서 내일 아침에 운동하고 아이스 카페라떼 들고 집에 내려가야겠음 소보로빵도 사가야지,0,15,0,0
3438,"""물뽕""",xiu_min326,2018-07-25 23:30:52,"비아그라판매
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
|●$▲＆- pic.twitter.com/gcmrCkgz2j",1,4,1,1
52987,"""물뽕""",BB_BOKBAK,2019-04-07 23:27:35,정품비아그라구입방법 이거 실트인디 이거 물뽕아님?,0,15,0,0
1006,"""물뽕""",yolcd1234,2018-07-04 19:11:50,"비아그라 1+1  → http://123.aoa111.com 
시알리스가격※
비아그라약국⊙
시알리스정품
물뽕구입하는곳
시알리스복용법
@!#$@#
◎◎◎◎◎

카달로그인쇄 pic.twitter.com/IYwk3Mz862",1,63,1,1
48954,"""아이스""",Ryu_Chung__,2018-07-30 12:02:35,"(당신을 힐끗 바라보다가 다시 스틱이 있는 곳을 바라보곤)
..잘됐군요. 마침 복숭아 맛이 있군요.
(조용하고 적막한 곳 안에서 울려퍼지는 달그락 거리는 소리. 자신의 아공간에서 시원한 얼음을 컵에 부어 당신에게 건넸다. 그리고 자신의 아이스 아메리카노를 만들다가)
아, 빨대라도 꽂아드릴까요?",0,1,0,0
21716,"""도리도리""",kanso709,2018-08-02 16:38:18,흠 다 아는 법이 있다죠! 세븐씨 근데 나 지금 졸려요 (도리도리,0,6,0,0
4018,"""물뽕""",kimjungnam8478,2018-07-28 16:29:36,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@

#{↓""+@ pic.twitter.com/2ScAnW7rt2",1,3,1,1
12022,"""크리스탈""",univers_Summer,2018-07-28 03:00:35,[ 탄자나이트/탄자나이트/크리스탈젬],0,-1,0,0
3496,"""물뽕""",alice66767,2018-07-25 15:02:09,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
＆●@□←; pic.twitter.com/jBIuNzeAEe",1,3,1,1
46622,"""아이스""",Guui_UU,2018-08-03 14:18:27,빽다방 아이스 아메리카노 얼음 존나 마시고 골아파서 머리 잡는거 내 일상,0,38,0,0
11332,"""크리스탈""",jewelria03,2018-07-17 02:38:16,기념으로 크리스탈 줘 pic.twitter.com/L2veSQn2ES,0,-1,0,0
50374,"""아이스""",SSIBAL_LALLA_,2018-07-15 09:14:34,아이스티눈으로마심,0,-1,0,0
1882,"""물뽕""",innanzi,2018-08-03 17:59:06,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
↓_＆↑◇ pic.twitter.com/eFYshtasR0",1,0,1,1
2657,"""물뽕""",belovedcera,2018-08-09 03:02:12,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
"";§↑＆ pic.twitter.com/LO3UqFm4p4",1,0,1,1
6699,"""크리스탈""",Jack_11_krbot,2018-08-17 09:16:38,휴전했다는 건 시드는 주작과 창룡의 크리스탈은 포기했단 걸까~?,0,-1,0,0
46593,"""아이스""",seoultitudeph,2018-08-03 15:07:35,MIRROR: BIG HOLOGRAM FANS by @jkontop970901 & @HOPEYES218 has arrived  everything is complete & in good condition. 너무 감사합니다~ 수고했어요 제이케이오탑님 & 홉아이스님  pic.twitter.com/2zNC8DcVgH,0,57,0,0
91747,"""아이스""",gaejotman,2019-05-21 11:04:19,"1. 호칭 : 쟈기
2. 호감도 : 
3. 첫인상 : 되게 나쁜 사람일 줄
4. 현인상 : 기욤뽀쟉
5. 생각나는 디저트 : 아이스아메리카노
6. 생각나는 동물 : 삵 또는 애기호랑이
7. 생각나는 캐릭터 : 냐오닉스
8. 어울리는 색 : 검은색
9. 같이 먹고싶은 거: 삼겹살",0,1,0,0
3565,"""물뽕""",lyr7303y,2018-07-25 03:55:45,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
＃)'☆★＆ pic.twitter.com/PxcDDm9Rbf",1,3,1,1
933,"""물뽕""",imbookinc,2018-07-14 12:19:47,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@

|■▲'#@ pic.twitter.com/4tGY9VkrF9",1,3,1,1
3648,"""물뽕""",EUNJI2904,2018-07-31 09:12:57,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
←&◎)＃● pic.twitter.com/byEUNf1Bop",1,0,1,1
3896,"""물뽕""",qjqjfl,2018-07-29 13:18:59,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
*→*＠}& pic.twitter.com/3jYWppBLDu",1,0,1,1
92290,"""아이스""",fdre117,2019-05-20 08:13:27,기본으로 주는 말이랑 독수리는 인벤이 없습니다 ^-; 초보자퀘하면 주는 빗자루는 있어요! 소지품 관리 누르면 가방이 뜨고 아니면 채팅으로 가방! (느낌표필수) 하면 가방 열어줘욥 지금 페스티아 이벤트 참여하시면 별빛담긴 아이스드래곤 주거든요 존내기여운데 그리 어렵지도 않으니까 해보셔요,0,1,0,0
814,"""물뽕""",mikuhatsune_kr,2018-08-22 00:16:59,"비아그라판매  홈페이지  http://www.via597.ow.to 
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
~↓|\＃ pic.twitter.com/ygBAPU87Ta",1,2,1,1
9309,"""크리스탈""",winterabbit___,2018-07-08 13:18:54,"스티븐이 크리스탈 젬스, 더불어 다이아몬드들의 정신적 지주가 된다는 게 너무 강조된 편이었다고 생각함 조금 더 다 같이 해결하는 느낌이었으면... 더 취향이엇을듯...",0,-1,0,0
2320,"""물뽕""",jihe_eeee,2018-08-13 05:24:13,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
![§$@_ pic.twitter.com/L41By07DIX",1,0,1,1
79433,"""아이스""",O3O_txt313,2019-04-06 06:45:27,"커피마시고시쁜데 . . 목때무네. . 티마시는 . . . 슬픈 이야기. . . .그래도 아이스는 몬잃어.. . ,",0,-1,0,0
3145,"""물뽕""",yeju0854,2018-07-22 12:00:42,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@

◎&●;@\ pic.twitter.com/ZcnSVg0b4b",1,3,1,1
1231,"""물뽕""",WW0628,2018-07-07 09:42:45,"비아그라판매
비아그라구입
카톡:Aldk777
비아그라파는곳
비아그라가격
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Aldk777
레비트라구입
강력드레곤구입방법
정품드레곤구입방법 pic.twitter.com/P0ldc9rF6D",1,40,1,1
3059,"""물뽕""",euroman0574,2018-07-23 06:34:59,"비아그라판매
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
~!↓☆'= pic.twitter.com/xaI4YIrA1y",1,4,1,1
45769,"""아이스""",sobong_xo,2018-07-20 08:38:14,크크크 ㅜㅜㅜ 열일하는 척 하는 아이콘 입니닼ㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅜㅜ 시원한 아이스 밍석과 함께ㅔ 오늘은 다른 곳 가서 작업 좀 해보려구요 ㅠㅠㅋㅋㅋㅋ 기분 전환 겸...!,0,-1,0,0
96092,"""아이스""",ifyouhaveadream,2019-04-21 10:04:10,그 때 알았다면 아이스로 드셔보시라고 말씀드렸어야 했는데ㅋㅋㅋ 이미 불호이신 거 다른 캐슷(?)으로 권하기 뭐했나봐요 암튼 지금이라도.. 이거 여름에 마시면 시원하고 넘 좋죠 ㅎㅎ,0,-1,0,0
76742,"""도리도리""",BbN8qpOtS3YeOPv,2019-05-29 07:13:40,"Posted to Hatena Blog
#에어쿠쉬&quot;텔레:Airkush,엑스터시구별,도리도리구별,홍대떨구별,부산떨구별,대구떨구별,한국떨구별,술구별,환각제구별,랏슈구별,러쉬구별, - airkush’s diary https://airkush.hatenablog.com/entry/2019/05/29/161333 … #はてなブログ",1,-1,1,0
27143,"""아이스""",jiiiirung,2018-07-03 03:17:01,"윤지성 밥길
윤지성 명언
윤지성 펭귄
윤지성 셀카
윤지성 움짤
윤지성 토끼
윤지성 토게피
윤지성 귀걸이
윤지성 고화질
윤지성 비타오백
윤지성 DJ한끼
윤지성 너구리
윤지성 보고싶어
윤지성 아이스버킷챌린지
#윤지성_리더
#윤지성_고마워
#윤지성_사랑해
#윤지성_귀여워
#윤지성_보고싶어",0,72,0,0
91208,"""아이스""",wowwhlover1,2019-05-04 15:21:32,스트레인져 커플링곡 해주라 . . . . 남천재 세상에 알려야지만 된다구 . . . . 스트레인져 아이스웨어급 파장 예상함니다 ㄷ,0,74,0,0
4438,"""크리스탈""",Cureheart_kbot,2018-07-14 01:05:10,"레지나, 약속이야! 크리스탈을 넘겨줘! #auto",0,-1,0,0
968,"""물뽕""",ypman_yuno,2018-07-06 12:13:31,"비아그라판매
비아그라구입
비아그라파는곳
비아그라가격
카톡:Aldk777
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Aldk777
레비트라구입
강력드레곤구입방법
정품드레곤구입방법

shhiep pic.twitter.com/MlBynx5JbL",1,36,1,1
25052,"""도리도리""",empty_worm,2018-08-04 12:04:00,"* !
* 신나서 비싼 메뉴들을 한차례 생각하다 너무 심한가 싶어 도리도리.

나 갈비탕 먹고싶어요!

* 지극히 평범한 음식을 택했다!",0,-1,0,0
1438,"""물뽕""",haniz_z,2018-08-16 01:30:26,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
!=＃$\ pic.twitter.com/ltDlCqrPcd",1,0,1,1
3796,"""물뽕""",s_hye_m,2018-07-30 10:16:42,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
▲＆◆◆＠| pic.twitter.com/EzcLz3pmpY",1,0,1,1
58376,"""크리스탈""",Hara_ffxiv,2019-04-29 01:04:06,번개 크리스탈이랫지?,0,-1,0,0
32757,"""아이스""",anbui1809,2018-07-12 14:47:53,"밥알들님 링크클릭 해주세요 ㅠㅠ 들어가서 좋은 기사를 찾아 보고 20초 이상 읽으세요~
윤지성 배경화면 
http://bit.ly/2C8hotz 
윤지성 고화질
http://bit.ly/2nXPZVV 
윤지성 린온미
https://bit.ly/2lDcYoB  
윤지성 영원+1
https://bit.ly/2MvugiW  
윤지성 아이스버킷챌린지
#윤지성pic.twitter.com/GwJswdc4HL",0,-1,0,0
2131,"""물뽕""",hangane_uijeong,2018-08-15 18:28:49,"비아그라판매  홈페이지  http://www.via597.ow.to 
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
-}&$↑☆ pic.twitter.com/bZvnsf03BT",1,2,1,1
8252,"""크리스탈""",thgk_game,2018-07-19 01:20:45,"파판14.홍련 스토리가 너무 재미없으니까 이런다..신생때 13 콜라보이벤트때도, 크리스탈 타워 연대기때도 창천 스토리 진행중 오마쥬나 어둠의 세계때도 오마쥬 걸고 넘이지는 사람 거의 없었어..이거 어디서 나왔대요 이거 어떤 시리즈 주인공 테마에요 이렇게 얘기나 했지..",0,1,0,0
5857,"""크리스탈""",_muup_,2018-07-02 16:45:27,아 아!!!또생각나버림 알피노 작명센스 현실 미간짚했음 저 크리스탈브레이브 탈퇴하겟읍니다 사유:크리스탈브레이브,0,15,0,0
32863,"""아이스""",beartic,2018-07-12 11:04:55,아이스베어는 정의를 원한다 pic.twitter.com/pBXxzB3Wfy,0,5,0,0
54709,"""크리스탈""",volstagg_yummy,2019-04-02 03:27:03,문 크리스탈 파워 메이크업 !!,0,-1,0,0
13765,"""도리도리""",JEON_DEANGDEANG,2018-07-10 13:30:59,지금은.... (도리도리),0,26,0,0
